geography_type,geography_name,year,animal,count
Region,Nelson-Marlborough,1990,Total cattle,212431
Region,Nelson-Marlborough,1991,Total cattle,210994
Region,Nelson-Marlborough,1992,Total cattle,214342
Region,Nelson-Marlborough,1993,Total cattle,NA
Region,Nelson-Marlborough,1994,Total cattle,NA
Region,Nelson-Marlborough,1995,Total cattle,NA
Region,Nelson-Marlborough,1996,Total cattle,NA
Region,Nelson-Marlborough,1997,Total cattle,NA
Region,Nelson-Marlborough,1998,Total cattle,NA
Region,Nelson-Marlborough,1999,Total cattle,NA
Region,Nelson-Marlborough,2000,Total cattle,NA
Region,Nelson-Marlborough,2001,Total cattle,NA
Region,Nelson-Marlborough,2002,Total cattle,NA
Region,Nelson-Marlborough,2003,Total cattle,NA
Region,Nelson-Marlborough,2004,Total cattle,NA
Region,Nelson-Marlborough,2005,Total cattle,NA
Region,Nelson-Marlborough,2006,Total cattle,NA
Region,Nelson-Marlborough,2007,Total cattle,NA
Region,Nelson-Marlborough,2008,Total cattle,NA
Region,Nelson-Marlborough,2009,Total cattle,NA
Region,Nelson-Marlborough,2010,Total cattle,NA
Region,Nelson-Marlborough,2011,Total cattle,NA
Region,Nelson-Marlborough,2012,Total cattle,NA
Region,Nelson-Marlborough,2013,Total cattle,NA
Region,Nelson-Marlborough,2014,Total cattle,NA
Region,Nelson-Marlborough,2015,Total cattle,NA
Region,Nelson-Marlborough,2016,Total cattle,NA
Region,Nelson-Marlborough,2017,Total cattle,NA
Region,Nelson-Marlborough,2018,Total cattle,NA
Region,Nelson-Marlborough,2019,Total cattle,NA
Region,Northland,1990,Total cattle,960798
Region,Northland,1991,Total cattle,972099
Region,Northland,1992,Total cattle,948398
Region,Northland,1993,Total cattle,938215
Region,Northland,1994,Total cattle,930633
Region,Northland,1995,Total cattle,982991
Region,Northland,1996,Total cattle,946642
Region,Northland,1997,Total cattle,NA
Region,Northland,1998,Total cattle,NA
Region,Northland,1999,Total cattle,930035
Region,Northland,2000,Total cattle,NA
Region,Northland,2001,Total cattle,NA
Region,Northland,2002,Total cattle,873819
Region,Northland,2003,Total cattle,852220
Region,Northland,2004,Total cattle,850912
Region,Northland,2005,Total cattle,812457
Region,Northland,2006,Total cattle,868939
Region,Northland,2007,Total cattle,863016
Region,Northland,2008,Total cattle,899733
Region,Northland,2009,Total cattle,877808
Region,Northland,2010,Total cattle,818484
Region,Northland,2011,Total cattle,787070
Region,Northland,2012,Total cattle,778483
Region,Northland,2013,Total cattle,779434
Region,Northland,2014,Total cattle,702684
Region,Northland,2015,Total cattle,735185
Region,Northland,2016,Total cattle,761239
Region,Northland,2017,Total cattle,762358
Region,Northland,2018,Total cattle,767770
Region,Northland,2019,Total cattle,716857
Region,Otago,1990,Total cattle,279392
Region,Otago,1991,Total cattle,284115
Region,Otago,1992,Total cattle,289509
Region,Otago,1993,Total cattle,293821
Region,Otago,1994,Total cattle,352595
Region,Otago,1995,Total cattle,372114
Region,Otago,1996,Total cattle,380378
Region,Otago,1997,Total cattle,NA
Region,Otago,1998,Total cattle,NA
Region,Otago,1999,Total cattle,417139
Region,Otago,2000,Total cattle,NA
Region,Otago,2001,Total cattle,NA
Region,Otago,2002,Total cattle,471893
Region,Otago,2003,Total cattle,454036
Region,Otago,2004,Total cattle,434164
Region,Otago,2005,Total cattle,443458
Region,Otago,2006,Total cattle,459003
Region,Otago,2007,Total cattle,510619
Region,Otago,2008,Total cattle,524139
Region,Otago,2009,Total cattle,548634
Region,Otago,2010,Total cattle,543414
Region,Otago,2011,Total cattle,576139
Region,Otago,2012,Total cattle,626676
Region,Otago,2013,Total cattle,643837
Region,Otago,2014,Total cattle,669993
Region,Otago,2015,Total cattle,657664
Region,Otago,2016,Total cattle,568264
Region,Otago,2017,Total cattle,596673
Region,Otago,2018,Total cattle,627565
Region,Otago,2019,Total cattle,678071
Region,Southland,1990,Total cattle,224305
Region,Southland,1991,Total cattle,224993
Region,Southland,1992,Total cattle,224613
Region,Southland,1993,Total cattle,245447
Region,Southland,1994,Total cattle,316916
Region,Southland,1995,Total cattle,340132
Region,Southland,1996,Total cattle,341659
Region,Southland,1997,Total cattle,NA
Region,Southland,1998,Total cattle,NA
Region,Southland,1999,Total cattle,462796
Region,Southland,2000,Total cattle,NA
Region,Southland,2001,Total cattle,NA
Region,Southland,2002,Total cattle,559890
Region,Southland,2003,Total cattle,567835
Region,Southland,2004,Total cattle,565544
Region,Southland,2005,Total cattle,550401
Region,Southland,2006,Total cattle,580543
Region,Southland,2007,Total cattle,640230
Region,Southland,2008,Total cattle,686533
Region,Southland,2009,Total cattle,804112
Region,Southland,2010,Total cattle,785355
Region,Southland,2011,Total cattle,788446
Region,Southland,2012,Total cattle,842731
Region,Southland,2013,Total cattle,783459
Region,Southland,2014,Total cattle,873996
Region,Southland,2015,Total cattle,895927
Region,Southland,2016,Total cattle,878146
Region,Southland,2017,Total cattle,856212
Region,Southland,2018,Total cattle,NA
Region,Southland,2019,Total cattle,827744
Region,Taranaki,1990,Total cattle,737503
Region,Taranaki,1991,Total cattle,735360
Region,Taranaki,1992,Total cattle,742999
Region,Taranaki,1993,Total cattle,722384
Region,Taranaki,1994,Total cattle,771867
Region,Taranaki,1995,Total cattle,786803
Region,Taranaki,1996,Total cattle,755450
Region,Taranaki,1997,Total cattle,NA
Region,Taranaki,1998,Total cattle,NA
Region,Taranaki,1999,Total cattle,731281
Region,Taranaki,2000,Total cattle,NA
Region,Taranaki,2001,Total cattle,NA
Region,Taranaki,2002,Total cattle,778918
Region,Taranaki,2003,Total cattle,744643
Region,Taranaki,2004,Total cattle,787879
Region,Taranaki,2005,Total cattle,746527
Region,Taranaki,2006,Total cattle,728035
Region,Taranaki,2007,Total cattle,726288
Region,Taranaki,2008,Total cattle,703597
Region,Taranaki,2009,Total cattle,733772
Region,Taranaki,2010,Total cattle,779578
Region,Taranaki,2011,Total cattle,743947
Region,Taranaki,2012,Total cattle,707929
Region,Taranaki,2013,Total cattle,713540
Region,Taranaki,2014,Total cattle,715723
Region,Taranaki,2015,Total cattle,670205
Region,Taranaki,2016,Total cattle,662151
Region,Taranaki,2017,Total cattle,708800
Region,Taranaki,2018,Total cattle,664347
Region,Taranaki,2019,Total cattle,712178
Region,Tasman,1990,Total cattle,NA
Region,Tasman,1991,Total cattle,NA
Region,Tasman,1992,Total cattle,NA
Region,Tasman,1993,Total cattle,103594
Region,Tasman,1994,Total cattle,113545
Region,Tasman,1995,Total cattle,117358
Region,Tasman,1996,Total cattle,114855
Region,Tasman,1997,Total cattle,NA
Region,Tasman,1998,Total cattle,NA
Region,Tasman,1999,Total cattle,131538
Region,Tasman,2000,Total cattle,NA
Region,Tasman,2001,Total cattle,NA
Region,Tasman,2002,Total cattle,116505
Region,Tasman,2003,Total cattle,127361
Region,Tasman,2004,Total cattle,117071
Region,Tasman,2005,Total cattle,112757
Region,Tasman,2006,Total cattle,111753
Region,Tasman,2007,Total cattle,115277
Region,Tasman,2008,Total cattle,120558
Region,Tasman,2009,Total cattle,146074
Region,Tasman,2010,Total cattle,120871
Region,Tasman,2011,Total cattle,119158
Region,Tasman,2012,Total cattle,112105
Region,Tasman,2013,Total cattle,118550
Region,Tasman,2014,Total cattle,116760
Region,Tasman,2015,Total cattle,119394
Region,Tasman,2016,Total cattle,97621
Region,Tasman,2017,Total cattle,105919
Region,Tasman,2018,Total cattle,109607
Region,Tasman,2019,Total cattle,101602
Region,Waikato,1990,Total cattle,2035071
Region,Waikato,1991,Total cattle,2015072
Region,Waikato,1992,Total cattle,1990705
Region,Waikato,1993,Total cattle,2243752
Region,Waikato,1994,Total cattle,2307569
Region,Waikato,1995,Total cattle,2387482
Region,Waikato,1996,Total cattle,2324590
Region,Waikato,1997,Total cattle,NA
Region,Waikato,1998,Total cattle,NA
Region,Waikato,1999,Total cattle,2182614
Region,Waikato,2000,Total cattle,NA
Region,Waikato,2001,Total cattle,NA
Region,Waikato,2002,Total cattle,2330330
Region,Waikato,2003,Total cattle,2376115
Region,Waikato,2004,Total cattle,2338768
Region,Waikato,2005,Total cattle,2402922
Region,Waikato,2006,Total cattle,2396614
Region,Waikato,2007,Total cattle,2346056
Region,Waikato,2008,Total cattle,2293882
Region,Waikato,2009,Total cattle,2384581
Region,Waikato,2010,Total cattle,2292974
Region,Waikato,2011,Total cattle,2311143
Region,Waikato,2012,Total cattle,2338249
Region,Waikato,2013,Total cattle,2339472
Region,Waikato,2014,Total cattle,2383815
Region,Waikato,2015,Total cattle,2225466
Region,Waikato,2016,Total cattle,2353832
Region,Waikato,2017,Total cattle,2359627
Region,Waikato,2018,Total cattle,2331349
Region,Waikato,2019,Total cattle,2369884
Region,Wellington,1990,Total cattle,227964
Region,Wellington,1991,Total cattle,240653
Region,Wellington,1992,Total cattle,261673
Region,Wellington,1993,Total cattle,273770
Region,Wellington,1994,Total cattle,296614
Region,Wellington,1995,Total cattle,311315
Region,Wellington,1996,Total cattle,295170
Region,Wellington,1997,Total cattle,NA
Region,Wellington,1998,Total cattle,NA
Region,Wellington,1999,Total cattle,279173
Region,Wellington,2000,Total cattle,NA
Region,Wellington,2001,Total cattle,NA
Region,Wellington,2002,Total cattle,292500
Region,Wellington,2003,Total cattle,288262
Region,Wellington,2004,Total cattle,269227
Region,Wellington,2005,Total cattle,266309
Region,Wellington,2006,Total cattle,279494
Region,Wellington,2007,Total cattle,248697
Region,Wellington,2008,Total cattle,243907
Region,Wellington,2009,Total cattle,232125
Region,Wellington,2010,Total cattle,235773
Region,Wellington,2011,Total cattle,264681
Region,Wellington,2012,Total cattle,248594
Region,Wellington,2013,Total cattle,240117
Region,Wellington,2014,Total cattle,245968
Region,Wellington,2015,Total cattle,231423
Region,Wellington,2016,Total cattle,221344
Region,Wellington,2017,Total cattle,231728
Region,Wellington,2018,Total cattle,210958
Region,Wellington,2019,Total cattle,232755
Region,West Coast,1990,Total cattle,137990
Region,West Coast,1991,Total cattle,138029
Region,West Coast,1992,Total cattle,136109
Region,West Coast,1993,Total cattle,140360
Region,West Coast,1994,Total cattle,146984
Region,West Coast,1995,Total cattle,151132
Region,West Coast,1996,Total cattle,150953
Region,West Coast,1997,Total cattle,NA
Region,West Coast,1998,Total cattle,NA
Region,West Coast,1999,Total cattle,173356
Region,West Coast,2000,Total cattle,NA
Region,West Coast,2001,Total cattle,NA
Region,West Coast,2002,Total cattle,163548
Region,West Coast,2003,Total cattle,159540
Region,West Coast,2004,Total cattle,172675
Region,West Coast,2005,Total cattle,174645
Region,West Coast,2006,Total cattle,185827
Region,West Coast,2007,Total cattle,182756
Region,West Coast,2008,Total cattle,187581
Region,West Coast,2009,Total cattle,215308
Region,West Coast,2010,Total cattle,192606
Region,West Coast,2011,Total cattle,208839
Region,West Coast,2012,Total cattle,202653
Region,West Coast,2013,Total cattle,205149
Region,West Coast,2014,Total cattle,229194
Region,West Coast,2015,Total cattle,218845
Region,West Coast,2016,Total cattle,212858
Region,West Coast,2017,Total cattle,183626
Region,West Coast,2018,Total cattle,168907
Region,West Coast,2019,Total cattle,183912
Territorial Authority,Ashburton District,2012,Dairy cattle,430174
Territorial Authority,Ashburton District,1994,Dairy cattle,63802
Territorial Authority,Ashburton District,2002,Dairy cattle,188019
Territorial Authority,Ashburton District,2007,Dairy cattle,261134
Territorial Authority,Ashburton District,2017,Dairy cattle,451567
Territorial Authority,Auckland,1994,Dairy cattle,224654
Territorial Authority,Auckland,2002,Dairy cattle,206505
Territorial Authority,Auckland,2007,Dairy cattle,171288
Territorial Authority,Auckland,2012,Dairy cattle,117281
Territorial Authority,Auckland,2017,Dairy cattle,132323
Territorial Authority,Buller District,2012,Dairy cattle,60333
Territorial Authority,Buller District,1994,Dairy cattle,28942
Territorial Authority,Buller District,2002,Dairy cattle,48891
Territorial Authority,Buller District,2007,Dairy cattle,55652
Territorial Authority,Buller District,2017,Dairy cattle,51122
Territorial Authority,Carterton District,2012,Dairy cattle,27363
Territorial Authority,Carterton District,1994,Dairy cattle,24543
Territorial Authority,Carterton District,2002,Dairy cattle,32154
Territorial Authority,Carterton District,2007,Dairy cattle,25609
Territorial Authority,Carterton District,2017,Dairy cattle,21624
Territorial Authority,Central Hawke's Bay District,2012,Dairy cattle,46063
Territorial Authority,Central Hawke's Bay District,1994,Dairy cattle,16009
Territorial Authority,Central Hawke's Bay District,2002,Dairy cattle,38794
Territorial Authority,Central Hawke's Bay District,2007,Dairy cattle,33536
Territorial Authority,Central Hawke's Bay District,2017,Dairy cattle,51605
Territorial Authority,Central Otago District,2012,Dairy cattle,48384
Territorial Authority,Central Otago District,1994,Dairy cattle,2474
Territorial Authority,Central Otago District,2002,Dairy cattle,13223
Territorial Authority,Central Otago District,2007,Dairy cattle,11939
Territorial Authority,Central Otago District,2017,Dairy cattle,45208
Territorial Authority,Chatham Islands,1994,Dairy cattle,68
Territorial Authority,Chatham Islands,2002,Dairy cattle,NA
Territorial Authority,Chatham Islands,2007,Dairy cattle,NA
Territorial Authority,Chatham Islands,2017,Dairy cattle,52
Territorial Authority,Chatham Islands Territory,2012,Dairy cattle,NA
Territorial Authority,Christchurch City,2012,Dairy cattle,11192
Territorial Authority,Christchurch City,1994,Dairy cattle,7673
Territorial Authority,Christchurch City,2002,Dairy cattle,11354
Territorial Authority,Christchurch City,2007,Dairy cattle,15706
Territorial Authority,Christchurch City,2017,Dairy cattle,51273
Territorial Authority,Clutha District,2012,Dairy cattle,163274
Territorial Authority,Clutha District,1994,Dairy cattle,26559
Territorial Authority,Clutha District,2002,Dairy cattle,96908
Territorial Authority,Clutha District,2007,Dairy cattle,111662
Territorial Authority,Clutha District,2017,Dairy cattle,159987
Territorial Authority,Dunedin City,2012,Dairy cattle,35327
Territorial Authority,Dunedin City,1994,Dairy cattle,21876
Territorial Authority,Dunedin City,2002,Dairy cattle,35136
Territorial Authority,Dunedin City,2007,Dairy cattle,36102
Territorial Authority,Dunedin City,2017,Dairy cattle,42699
Territorial Authority,Far North District,2012,Dairy cattle,104753
Territorial Authority,Far North District,1994,Dairy cattle,93295
Territorial Authority,Far North District,2002,Dairy cattle,109405
Territorial Authority,Far North District,2007,Dairy cattle,90800
Territorial Authority,Far North District,2017,Dairy cattle,114875
Territorial Authority,Gisborne District,2012,Dairy cattle,17095
Territorial Authority,Gisborne District,1994,Dairy cattle,6226
Territorial Authority,Gisborne District,2002,Dairy cattle,12533
Territorial Authority,Gisborne District,2007,Dairy cattle,7891
Territorial Authority,Gisborne District,2017,Dairy cattle,9407
Territorial Authority,Gore District,2012,Dairy cattle,73407
Territorial Authority,Gore District,1994,Dairy cattle,13007
Territorial Authority,Gore District,2002,Dairy cattle,45375
Territorial Authority,Gore District,2007,Dairy cattle,42802
Territorial Authority,Gore District,2017,Dairy cattle,81437
Territorial Authority,Grey District,2012,Dairy cattle,45741
Territorial Authority,Grey District,1994,Dairy cattle,13208
Territorial Authority,Grey District,2002,Dairy cattle,27524
Territorial Authority,Grey District,2007,Dairy cattle,40676
Territorial Authority,Grey District,2017,Dairy cattle,45743
Territorial Authority,Hamilton City,2012,Dairy cattle,6787
Territorial Authority,Hamilton City,1994,Dairy cattle,11618
Territorial Authority,Hamilton City,2002,Dairy cattle,4770
Territorial Authority,Hamilton City,2007,Dairy cattle,8103
Territorial Authority,Hamilton City,2017,Dairy cattle,NA
Territorial Authority,Hastings District,2012,Dairy cattle,41244
Territorial Authority,Hastings District,1994,Dairy cattle,9364
Territorial Authority,Hastings District,2002,Dairy cattle,33312
Territorial Authority,Hastings District,2007,Dairy cattle,31823
Territorial Authority,Hastings District,2017,Dairy cattle,28315
Territorial Authority,Hauraki District,2012,Dairy cattle,157012
Territorial Authority,Hauraki District,1994,Dairy cattle,137303
Territorial Authority,Hauraki District,2002,Dairy cattle,144818
Territorial Authority,Hauraki District,2007,Dairy cattle,148240
Territorial Authority,Hauraki District,2017,Dairy cattle,149885
Territorial Authority,Horowhenua District,2012,Dairy cattle,69386
Territorial Authority,Horowhenua District,1994,Dairy cattle,53539
Territorial Authority,Horowhenua District,2002,Dairy cattle,72787
Territorial Authority,Horowhenua District,2007,Dairy cattle,67062
Territorial Authority,Horowhenua District,2017,Dairy cattle,82412
Territorial Authority,Hurunui District,2012,Dairy cattle,103121
Territorial Authority,Hurunui District,1994,Dairy cattle,20332
Territorial Authority,Hurunui District,2002,Dairy cattle,45271
Territorial Authority,Hurunui District,2007,Dairy cattle,53099
Territorial Authority,Hurunui District,2017,Dairy cattle,121836
Territorial Authority,Invercargill City,2012,Dairy cattle,17095
Territorial Authority,Invercargill City,1994,Dairy cattle,6793
Territorial Authority,Invercargill City,2002,Dairy cattle,14028
Territorial Authority,Invercargill City,2007,Dairy cattle,15622
Territorial Authority,Invercargill City,2017,Dairy cattle,23943
Territorial Authority,Kaikoura District,2012,Dairy cattle,13361
Territorial Authority,Kaikoura District,1994,Dairy cattle,10523
Territorial Authority,Kaikoura District,2002,Dairy cattle,13862
Territorial Authority,Kaikoura District,2007,Dairy cattle,11487
Territorial Authority,Kaikoura District,2017,Dairy cattle,12599
Territorial Authority,Kaipara District,2012,Dairy cattle,157317
Territorial Authority,Kaipara District,1994,Dairy cattle,142752
Territorial Authority,Kaipara District,2002,Dairy cattle,146841
Territorial Authority,Kaipara District,2007,Dairy cattle,148534
Territorial Authority,Kaipara District,2017,Dairy cattle,135986
Territorial Authority,Kapiti Coast District,2012,Dairy cattle,8506
Territorial Authority,Kapiti Coast District,1994,Dairy cattle,12103
Territorial Authority,Kapiti Coast District,2002,Dairy cattle,12023
Territorial Authority,Kapiti Coast District,2007,Dairy cattle,8913
Territorial Authority,Kapiti Coast District,2017,Dairy cattle,6405
Territorial Authority,Kawerau District,2012,Dairy cattle,NA
Territorial Authority,Kawerau District,1994,Dairy cattle,NA
Territorial Authority,Kawerau District,2002,Dairy cattle,NA
Territorial Authority,Kawerau District,2007,Dairy cattle,NA
Territorial Authority,Kawerau District,2017,Dairy cattle,1840
Territorial Authority,Lower Hutt City,2012,Dairy cattle,NA
Territorial Authority,Lower Hutt City,1994,Dairy cattle,71
Territorial Authority,Lower Hutt City,2002,Dairy cattle,1723
Territorial Authority,Lower Hutt City,2007,Dairy cattle,NA
Territorial Authority,Lower Hutt City,2017,Dairy cattle,537
Territorial Authority,Mackenzie District,2012,Dairy cattle,23916
Territorial Authority,Mackenzie District,1994,Dairy cattle,1585
Territorial Authority,Mackenzie District,2002,Dairy cattle,5168
Territorial Authority,Mackenzie District,2007,Dairy cattle,9048
Territorial Authority,Mackenzie District,2017,Dairy cattle,29411
Territorial Authority,Manawatu District,2012,Dairy cattle,139038
Territorial Authority,Manawatu District,1994,Dairy cattle,87890
Territorial Authority,Manawatu District,2002,Dairy cattle,109437
Territorial Authority,Manawatu District,2007,Dairy cattle,110582
Territorial Authority,Manawatu District,2017,Dairy cattle,120470
Territorial Authority,Marlborough District,2012,Dairy cattle,33218
Territorial Authority,Marlborough District,1994,Dairy cattle,22648
Territorial Authority,Marlborough District,2002,Dairy cattle,32526
Territorial Authority,Marlborough District,2007,Dairy cattle,23899
Territorial Authority,Marlborough District,2017,Dairy cattle,25315
Territorial Authority,Masterton District,2012,Dairy cattle,22945
Territorial Authority,Masterton District,1994,Dairy cattle,8981
Territorial Authority,Masterton District,2002,Dairy cattle,16186
Territorial Authority,Masterton District,2007,Dairy cattle,15044
Territorial Authority,Masterton District,2017,Dairy cattle,16449
Territorial Authority,Matamata-Piako District,2012,Dairy cattle,365415
Territorial Authority,Matamata-Piako District,1994,Dairy cattle,355632
Territorial Authority,Matamata-Piako District,2002,Dairy cattle,377804
Territorial Authority,Matamata-Piako District,2007,Dairy cattle,349144
Territorial Authority,Matamata-Piako District,2017,Dairy cattle,370626
Territorial Authority,Napier City,2012,Dairy cattle,298
Territorial Authority,Napier City,1994,Dairy cattle,64
Territorial Authority,Napier City,2002,Dairy cattle,913
Territorial Authority,Napier City,2007,Dairy cattle,NA
Territorial Authority,Napier City,2017,Dairy cattle,NA
Territorial Authority,Nelson City,2012,Dairy cattle,NA
Territorial Authority,Nelson City,1994,Dairy cattle,1412
Territorial Authority,Nelson City,2002,Dairy cattle,NA
Territorial Authority,Nelson City,2007,Dairy cattle,1862
Territorial Authority,Nelson City,2017,Dairy cattle,2925
Territorial Authority,New Plymouth District,2012,Dairy cattle,155903
Territorial Authority,New Plymouth District,1994,Dairy cattle,155621
Territorial Authority,New Plymouth District,2002,Dairy cattle,182546
Territorial Authority,New Plymouth District,2007,Dairy cattle,147315
Territorial Authority,New Plymouth District,2017,Dairy cattle,151606
Territorial Authority,Opotiki District,2012,Dairy cattle,30587
Territorial Authority,Opotiki District,1994,Dairy cattle,30025
Territorial Authority,Opotiki District,2002,Dairy cattle,36114
Territorial Authority,Opotiki District,2007,Dairy cattle,29060
Territorial Authority,Opotiki District,2017,Dairy cattle,28847
Territorial Authority,Otorohanga District,2012,Dairy cattle,186213
Territorial Authority,Otorohanga District,1994,Dairy cattle,124356
Territorial Authority,Otorohanga District,2002,Dairy cattle,157144
Territorial Authority,Otorohanga District,2007,Dairy cattle,155418
Territorial Authority,Otorohanga District,2017,Dairy cattle,172158
Territorial Authority,Palmerston North City,2012,Dairy cattle,20267
Territorial Authority,Palmerston North City,1994,Dairy cattle,14822
Territorial Authority,Palmerston North City,2002,Dairy cattle,24384
Territorial Authority,Palmerston North City,2007,Dairy cattle,18431
Territorial Authority,Palmerston North City,2017,Dairy cattle,31469
Territorial Authority,Porirua City,2012,Dairy cattle,NA
Territorial Authority,Porirua City,1994,Dairy cattle,13
Territorial Authority,Porirua City,2002,Dairy cattle,NA
Territorial Authority,Porirua City,2007,Dairy cattle,NA
Territorial Authority,Porirua City,2017,Dairy cattle,NA
Territorial Authority,Queenstown-Lakes District,2012,Dairy cattle,2610
Territorial Authority,Queenstown-Lakes District,1994,Dairy cattle,NA
Territorial Authority,Queenstown-Lakes District,2002,Dairy cattle,3955
Territorial Authority,Queenstown-Lakes District,2007,Dairy cattle,3184
Territorial Authority,Queenstown-Lakes District,2017,Dairy cattle,3985
Territorial Authority,Rangitikei District,2012,Dairy cattle,56995
Territorial Authority,Rangitikei District,1994,Dairy cattle,29899
Territorial Authority,Rangitikei District,2002,Dairy cattle,39980
Territorial Authority,Rangitikei District,2007,Dairy cattle,42258
Territorial Authority,Rangitikei District,2017,Dairy cattle,51829
Territorial Authority,Rotorua District,2012,Dairy cattle,170432
Territorial Authority,Rotorua District,1994,Dairy cattle,120680
Territorial Authority,Rotorua District,2002,Dairy cattle,165002
Territorial Authority,Rotorua District,2007,Dairy cattle,161677
Territorial Authority,Rotorua District,2017,Dairy cattle,175420
Territorial Authority,Ruapehu District,2012,Dairy cattle,27916
Territorial Authority,Ruapehu District,1994,Dairy cattle,6002
Territorial Authority,Ruapehu District,2002,Dairy cattle,16675
Territorial Authority,Ruapehu District,2007,Dairy cattle,17334
Territorial Authority,Ruapehu District,2017,Dairy cattle,27598
Territorial Authority,Selwyn District,2012,Dairy cattle,199014
Territorial Authority,Selwyn District,1994,Dairy cattle,43441
Territorial Authority,Selwyn District,2002,Dairy cattle,105069
Territorial Authority,Selwyn District,2007,Dairy cattle,148181
Territorial Authority,Selwyn District,2017,Dairy cattle,229028
Territorial Authority,South Taranaki District,2012,Dairy cattle,365807
Territorial Authority,South Taranaki District,1994,Dairy cattle,353832
Territorial Authority,South Taranaki District,2002,Dairy cattle,373213
Territorial Authority,South Taranaki District,2007,Dairy cattle,360490
Territorial Authority,South Taranaki District,2017,Dairy cattle,365556
Territorial Authority,South Waikato District,2012,Dairy cattle,175286
Territorial Authority,South Waikato District,1994,Dairy cattle,124689
Territorial Authority,South Waikato District,2002,Dairy cattle,144054
Territorial Authority,South Waikato District,2007,Dairy cattle,157840
Territorial Authority,South Waikato District,2017,Dairy cattle,196731
Territorial Authority,South Wairarapa District,2012,Dairy cattle,46549
Territorial Authority,Auckland,2007,Deer,17471
Territorial Authority,South Wairarapa District,1994,Dairy cattle,35538
Territorial Authority,South Wairarapa District,2002,Dairy cattle,45805
Territorial Authority,South Wairarapa District,2007,Dairy cattle,41656
Territorial Authority,South Wairarapa District,2017,Dairy cattle,49796
Territorial Authority,Southland District,2012,Dairy cattle,580079
Territorial Authority,Southland District,1994,Dairy cattle,94578
Territorial Authority,Southland District,2002,Dairy cattle,296817
Territorial Authority,Southland District,2007,Dairy cattle,374218
Territorial Authority,Southland District,2017,Dairy cattle,575631
Territorial Authority,Stratford District,2012,Dairy cattle,83729
Territorial Authority,Stratford District,1994,Dairy cattle,90376
Territorial Authority,Stratford District,2002,Dairy cattle,96372
Territorial Authority,Stratford District,2007,Dairy cattle,82154
Territorial Authority,Stratford District,2017,Dairy cattle,73738
Territorial Authority,Tararua District,2012,Dairy cattle,135575
Territorial Authority,Tararua District,1994,Dairy cattle,98593
Territorial Authority,Tararua District,2002,Dairy cattle,125565
Territorial Authority,Tararua District,2007,Dairy cattle,113775
Territorial Authority,Tararua District,2017,Dairy cattle,124317
Territorial Authority,Tasman District,2012,Dairy cattle,71956
Territorial Authority,Tasman District,1994,Dairy cattle,49092
Territorial Authority,Tasman District,2002,Dairy cattle,67473
Territorial Authority,Tasman District,2007,Dairy cattle,63849
Territorial Authority,Tasman District,2017,Dairy cattle,66114
Territorial Authority,Taupo District,2012,Dairy cattle,125796
Territorial Authority,Taupo District,1994,Dairy cattle,28616
Territorial Authority,Taupo District,2002,Dairy cattle,80364
Territorial Authority,Taupo District,2007,Dairy cattle,99537
Territorial Authority,Taupo District,2017,Dairy cattle,176566
Territorial Authority,Tauranga City,2012,Dairy cattle,NA
Territorial Authority,Tauranga City,1994,Dairy cattle,6420
Territorial Authority,Tauranga City,2002,Dairy cattle,3325
Territorial Authority,Tauranga City,2007,Dairy cattle,2076
Territorial Authority,Tauranga City,2017,Dairy cattle,NA
Territorial Authority,Thames-Coromandel District,2012,Dairy cattle,33164
Territorial Authority,Thames-Coromandel District,1994,Dairy cattle,33821
Territorial Authority,Thames-Coromandel District,2002,Dairy cattle,40251
Territorial Authority,Thames-Coromandel District,2007,Dairy cattle,32434
Territorial Authority,Thames-Coromandel District,2017,Dairy cattle,30742
Territorial Authority,Timaru District,2012,Dairy cattle,142727
Territorial Authority,Timaru District,1994,Dairy cattle,21966
Territorial Authority,Timaru District,2002,Dairy cattle,69920
Territorial Authority,Timaru District,2007,Dairy cattle,100053
Territorial Authority,Timaru District,2017,Dairy cattle,153569
Territorial Authority,Upper Hutt City,2012,Dairy cattle,2430
Territorial Authority,Upper Hutt City,1994,Dairy cattle,2579
Territorial Authority,Upper Hutt City,2002,Dairy cattle,2099
Territorial Authority,Upper Hutt City,2007,Dairy cattle,1442
Territorial Authority,Upper Hutt City,2017,Dairy cattle,1037
Territorial Authority,Waikato District,2012,Dairy cattle,325305
Territorial Authority,Waikato District,1994,Dairy cattle,220884
Territorial Authority,Waikato District,2002,Dairy cattle,241198
Territorial Authority,Waikato District,2007,Dairy cattle,251977
Territorial Authority,Waikato District,2017,Dairy cattle,300650
Territorial Authority,Waimakariri District,2012,Dairy cattle,112441
Territorial Authority,Waimakariri District,1994,Dairy cattle,20648
Territorial Authority,Waimakariri District,2002,Dairy cattle,47820
Territorial Authority,Waimakariri District,2007,Dairy cattle,67671
Territorial Authority,Waimakariri District,2017,Dairy cattle,95194
Territorial Authority,Waimate District,2012,Dairy cattle,132961
Territorial Authority,Waimate District,1994,Dairy cattle,19247
Territorial Authority,Waimate District,2002,Dairy cattle,47190
Territorial Authority,Waimate District,2007,Dairy cattle,72840
Territorial Authority,Waimate District,2017,Dairy cattle,126819
Territorial Authority,Waipa District,2012,Dairy cattle,264666
Territorial Authority,Waipa District,1994,Dairy cattle,231599
Territorial Authority,Waipa District,2002,Dairy cattle,266687
