geography_type,geography_name,year,animal,count
Region,Bay of Plenty,2004,Deer,68044
Region,Bay of Plenty,2005,Deer,58785
Region,Bay of Plenty,2006,Deer,60163
Region,Bay of Plenty,2007,Deer,54296
Region,Bay of Plenty,2008,Deer,51995
Region,Bay of Plenty,2009,Deer,46053
Region,Bay of Plenty,2010,Deer,44893
Region,Bay of Plenty,2011,Deer,42471
Region,Bay of Plenty,2012,Deer,42156
Region,Bay of Plenty,2013,Deer,38554
Region,Bay of Plenty,2014,Deer,35251
Region,Bay of Plenty,2015,Deer,32512
Region,Bay of Plenty,2016,Deer,32580
Region,Bay of Plenty,2017,Deer,32645
Region,Bay of Plenty,2018,Deer,37044
Region,Bay of Plenty,2019,Deer,NA
Region,Canterbury,1990,Deer,157095
Region,Canterbury,1991,Deer,193148
Region,Canterbury,1992,Deer,201162
Region,Canterbury,1993,Deer,213305
Region,Canterbury,1994,Deer,258980
Region,Canterbury,1995,Deer,277248
Region,Canterbury,1996,Deer,278082
Region,Canterbury,1997,Deer,NA
Region,Canterbury,1998,Deer,NA
Region,Canterbury,1999,Deer,432737
Region,Canterbury,2000,Deer,NA
Region,Canterbury,2001,Deer,NA
Region,Canterbury,2002,Deer,411581
Region,Canterbury,2003,Deer,439501
Region,Canterbury,2004,Deer,453336
Region,Canterbury,2005,Deer,482605
Region,Canterbury,2006,Deer,465055
Region,Canterbury,2007,Deer,394833
Region,Canterbury,2008,Deer,340882
Region,Canterbury,2009,Deer,323257
Region,Canterbury,2010,Deer,319907
Region,Canterbury,2011,Deer,305960
Region,Canterbury,2012,Deer,291783
Region,Canterbury,2013,Deer,287603
Region,Canterbury,2014,Deer,253234
Region,Canterbury,2015,Deer,243121
Region,Canterbury,2016,Deer,232947
Region,Canterbury,2017,Deer,238633
Region,Canterbury,2018,Deer,253162
Region,Canterbury,2019,Deer,247735
Region,Chatham Islands,1990,Deer,NA
Region,Chatham Islands,1991,Deer,NA
Region,Chatham Islands,1992,Deer,NA
Region,Chatham Islands,1993,Deer,NA
Region,Chatham Islands,1994,Deer,173
Region,Chatham Islands,1995,Deer,NA
Region,Chatham Islands,1996,Deer,NA
Region,Chatham Islands,1997,Deer,NA
Region,Chatham Islands,1998,Deer,NA
Region,Chatham Islands,1999,Deer,NA
Region,Chatham Islands,2000,Deer,NA
Region,Chatham Islands,2001,Deer,NA
Region,Chatham Islands,2002,Deer,NA
Region,Chatham Islands,2003,Deer,NA
Region,Chatham Islands,2004,Deer,NA
Region,Chatham Islands,2005,Deer,NA
Region,Chatham Islands,2006,Deer,NA
Region,Chatham Islands,2007,Deer,NA
Region,Chatham Islands,2008,Deer,NA
Region,Chatham Islands,2009,Deer,NA
Region,Chatham Islands,2010,Deer,NA
Region,Chatham Islands,2011,Deer,NA
Region,Chatham Islands,2012,Deer,NA
Region,Chatham Islands,2013,Deer,NA
Region,Chatham Islands,2014,Deer,NA
Region,Chatham Islands,2015,Deer,NA
Region,Chatham Islands,2016,Deer,NA
Region,Chatham Islands,2017,Deer,NA
Region,Chatham Islands,2018,Deer,NA
Region,Chatham Islands,2019,Deer,NA
Region,Gisborne,1990,Deer,17127
Region,Gisborne,1991,Deer,19412
Region,Gisborne,1992,Deer,18306
Region,Gisborne,1993,Deer,18976
Region,Gisborne,1994,Deer,22955
Region,Gisborne,1995,Deer,21530
Region,Gisborne,1996,Deer,22174
Region,Gisborne,1997,Deer,NA
Region,Gisborne,1998,Deer,NA
Region,Gisborne,1999,Deer,25113
Region,Gisborne,2000,Deer,NA
Region,Gisborne,2001,Deer,NA
Region,Gisborne,2002,Deer,25752
Region,Gisborne,2003,Deer,NA
Region,Gisborne,2004,Deer,37878
Region,Gisborne,2005,Deer,30381
Region,Gisborne,2006,Deer,27507
Region,Gisborne,2007,Deer,26694
Region,Gisborne,2008,Deer,23261
Region,Gisborne,2009,Deer,22545
Region,Gisborne,2010,Deer,15093
Region,Gisborne,2011,Deer,17196
Region,Gisborne,2012,Deer,17323
Region,Gisborne,2013,Deer,18833
Region,Gisborne,2014,Deer,17871
Region,Gisborne,2015,Deer,12925
Region,Gisborne,2016,Deer,8358
Region,Gisborne,2017,Deer,11859
Region,Gisborne,2018,Deer,NA
Region,Gisborne,2019,Deer,NA
Region,Hawke's Bay,1990,Deer,75101
Region,Hawke's Bay,1991,Deer,98731
Region,Hawke's Bay,1992,Deer,107683
Region,Hawke's Bay,1993,Deer,96037
Region,Hawke's Bay,1994,Deer,118301
Region,Hawke's Bay,1995,Deer,103737
Region,Hawke's Bay,1996,Deer,102393
Region,Hawke's Bay,1997,Deer,NA
Region,Hawke's Bay,1998,Deer,NA
Region,Hawke's Bay,1999,Deer,109489
Region,Hawke's Bay,2000,Deer,NA
Region,Hawke's Bay,2001,Deer,NA
Region,Hawke's Bay,2002,Deer,126718
Region,Hawke's Bay,2003,Deer,139685
Region,Hawke's Bay,2004,Deer,147378
Region,Hawke's Bay,2005,Deer,120027
Region,Hawke's Bay,2006,Deer,106761
Region,Hawke's Bay,2007,Deer,88408
Region,Hawke's Bay,2008,Deer,84426
Region,Hawke's Bay,2009,Deer,73887
Region,Hawke's Bay,2010,Deer,66573
Region,Hawke's Bay,2011,Deer,63512
Region,Hawke's Bay,2012,Deer,69977
Region,Hawke's Bay,2013,Deer,69350
Region,Hawke's Bay,2014,Deer,53022
Region,Hawke's Bay,2015,Deer,69399
Region,Hawke's Bay,2016,Deer,NA
Region,Hawke's Bay,2017,Deer,51713
Region,Hawke's Bay,2018,Deer,56466
Region,Hawke's Bay,2019,Deer,61248
Region,Manawatu-Whanganui,1990,Deer,94628
Region,Manawatu-Whanganui,1991,Deer,115152
Region,Manawatu-Whanganui,1992,Deer,115398
Region,Manawatu-Whanganui,1993,Deer,104183
Region,Manawatu-Whanganui,1994,Deer,128676
Region,Manawatu-Whanganui,1995,Deer,123866
Region,Manawatu-Whanganui,1996,Deer,130909
Region,Manawatu-Whanganui,1997,Deer,NA
Region,Manawatu-Whanganui,1998,Deer,NA
Region,Manawatu-Whanganui,1999,Deer,149948
Region,Manawatu-Whanganui,2000,Deer,NA
Region,Manawatu-Whanganui,2001,Deer,NA
Region,Manawatu-Whanganui,2002,Deer,147128
Region,Manawatu-Whanganui,2003,Deer,136232
Region,Manawatu-Whanganui,2004,Deer,139242
Region,Manawatu-Whanganui,2005,Deer,147638
Region,Manawatu-Whanganui,2006,Deer,117242
Region,Manawatu-Whanganui,2007,Deer,103908
Region,Manawatu-Whanganui,2008,Deer,84417
Region,Manawatu-Whanganui,2009,Deer,76299
Region,Manawatu-Whanganui,2010,Deer,75437
Region,Manawatu-Whanganui,2011,Deer,87969
Region,Manawatu-Whanganui,2012,Deer,74033
Region,Manawatu-Whanganui,2013,Deer,75840
Region,Manawatu-Whanganui,2014,Deer,74038
Region,Manawatu-Whanganui,2015,Deer,62298
Region,Manawatu-Whanganui,2016,Deer,47158
Region,Manawatu-Whanganui,2017,Deer,54965
Region,Manawatu-Whanganui,2018,Deer,56295
Region,Manawatu-Whanganui,2019,Deer,51268
Region,Marlborough,1990,Deer,NA
Region,Marlborough,1991,Deer,NA
Region,Marlborough,1992,Deer,NA
Region,Marlborough,1993,Deer,17603
Region,Marlborough,1994,Deer,18764
Region,Marlborough,1995,Deer,16552
Region,Marlborough,1996,Deer,16830
Region,Marlborough,1997,Deer,NA
Region,Marlborough,1998,Deer,NA
Region,Marlborough,1999,Deer,21110
Region,Marlborough,2000,Deer,NA
Region,Marlborough,2001,Deer,NA
Region,Marlborough,2002,Deer,22842
Region,Marlborough,2003,Deer,NA
Region,Marlborough,2004,Deer,20618
Region,Marlborough,2005,Deer,NA
Region,Marlborough,2006,Deer,15868
Region,Marlborough,2007,Deer,NA
Region,Marlborough,2008,Deer,NA
Region,Marlborough,2009,Deer,8099
Region,Marlborough,2010,Deer,8562
Region,Marlborough,2011,Deer,NA
Region,Marlborough,2012,Deer,NA
Region,Marlborough,2013,Deer,8072
Region,Marlborough,2014,Deer,7109
Region,Marlborough,2015,Deer,7124
Region,Marlborough,2016,Deer,NA
Region,Marlborough,2017,Deer,6077
Region,Marlborough,2018,Deer,4817
Region,Marlborough,2019,Deer,5810
Region,Nelson,1990,Deer,NA
Region,Nelson,1991,Deer,NA
Region,Nelson,1992,Deer,NA
Region,Nelson,1993,Deer,694
Region,Nelson,1994,Deer,343
Region,Nelson,1995,Deer,NA
Region,Nelson,1996,Deer,NA
Region,Nelson,1997,Deer,NA
Region,Nelson,1998,Deer,NA
Region,Nelson,1999,Deer,NA
Region,Nelson,2000,Deer,NA
Region,Nelson,2001,Deer,NA
Region,Nelson,2002,Deer,2228
Region,Nelson,2003,Deer,NA
Region,Nelson,2004,Deer,1041
Region,Nelson,2005,Deer,NA
Region,Nelson,2006,Deer,NA
Region,Nelson,2007,Deer,NA
Region,Nelson,2008,Deer,NA
Region,Nelson,2009,Deer,NA
Region,Nelson,2010,Deer,NA
Region,Nelson,2011,Deer,NA
Region,Nelson,2012,Deer,NA
Region,Nelson,2013,Deer,NA
Region,Nelson,2014,Deer,NA
Region,Nelson,2015,Deer,NA
Region,Nelson,2016,Deer,NA
Region,Nelson,2017,Deer,NA
Region,Nelson,2018,Deer,NA
Region,Nelson,2019,Deer,NA
Region,Nelson-Marlborough,1990,Deer,45786
Region,Nelson-Marlborough,1991,Deer,50779
Region,Nelson-Marlborough,1992,Deer,53286
Region,Nelson-Marlborough,1993,Deer,NA
Region,Nelson-Marlborough,1994,Deer,NA
Region,Nelson-Marlborough,1995,Deer,NA
Region,Nelson-Marlborough,1996,Deer,NA
Region,Nelson-Marlborough,1997,Deer,NA
Region,Nelson-Marlborough,1998,Deer,NA
Region,Nelson-Marlborough,1999,Deer,NA
Region,Nelson-Marlborough,2000,Deer,NA
Region,Nelson-Marlborough,2001,Deer,NA
Region,Nelson-Marlborough,2002,Deer,NA
Region,Nelson-Marlborough,2003,Deer,NA
Region,Nelson-Marlborough,2004,Deer,NA
Region,Nelson-Marlborough,2005,Deer,NA
Region,Nelson-Marlborough,2006,Deer,NA
Region,Nelson-Marlborough,2007,Deer,NA
Region,Nelson-Marlborough,2008,Deer,NA
Region,Nelson-Marlborough,2009,Deer,NA
Region,Nelson-Marlborough,2010,Deer,NA
Region,Nelson-Marlborough,2011,Deer,NA
Region,Nelson-Marlborough,2012,Deer,NA
Region,Nelson-Marlborough,2013,Deer,NA
Region,Nelson-Marlborough,2014,Deer,NA
Region,Nelson-Marlborough,2015,Deer,NA
Region,Nelson-Marlborough,2016,Deer,NA
Region,Nelson-Marlborough,2017,Deer,NA
Region,Nelson-Marlborough,2018,Deer,NA
Region,Nelson-Marlborough,2019,Deer,NA
Region,Northland,1990,Deer,14266
Region,Northland,1991,Deer,17308
Region,Northland,1992,Deer,15497
Region,Northland,1993,Deer,15517
Region,Northland,1994,Deer,18141
Region,Northland,1995,Deer,15502
Region,Northland,1996,Deer,11304
Region,Northland,1997,Deer,NA
Region,Northland,1998,Deer,NA
Region,Northland,1999,Deer,27557
Region,Northland,2000,Deer,NA
Region,Northland,2001,Deer,NA
Region,Northland,2002,Deer,23412
Region,Northland,2003,Deer,18922
Region,Northland,2004,Deer,16746
Region,Northland,2005,Deer,NA
Region,Northland,2006,Deer,8703
Region,Northland,2007,Deer,7566
Region,Northland,2008,Deer,6564
Region,Northland,2009,Deer,5596
Region,Northland,2010,Deer,6663
Region,Northland,2011,Deer,3474
Region,Northland,2012,Deer,5158
Region,Northland,2013,Deer,4744
Region,Northland,2014,Deer,2931
Region,Northland,2015,Deer,4748
Region,Northland,2016,Deer,4824
Region,Northland,2017,Deer,4913
Region,Northland,2018,Deer,4084
Region,Northland,2019,Deer,NA
Region,Otago,1990,Deer,59802
Region,Otago,1991,Deer,72364
Region,Otago,1992,Deer,75068
Region,Otago,1993,Deer,70951
Region,Otago,1994,Deer,91414
Region,Otago,1995,Deer,90551
Region,Otago,1996,Deer,99026
Region,Otago,1997,Deer,NA
Region,Otago,1998,Deer,NA
Region,Otago,1999,Deer,151052
Region,Otago,2000,Deer,NA
Region,Otago,2001,Deer,NA
Region,Otago,2002,Deer,196703
Region,Otago,2003,Deer,195306
Region,Otago,2004,Deer,206434
Region,Otago,2005,Deer,198704
Region,Otago,2006,Deer,192790
Region,Otago,2007,Deer,188103
Region,Otago,2008,Deer,166856
Region,Otago,2009,Deer,166424
Region,Otago,2010,Deer,168696
Region,Otago,2011,Deer,161911
Region,Otago,2012,Deer,153224
Region,Otago,2013,Deer,143235
Region,Otago,2014,Deer,138933
Region,Otago,2015,Deer,126191
Region,Otago,2016,Deer,112240
Region,Otago,2017,Deer,115730
Region,Otago,2018,Deer,119040
Region,Otago,2019,Deer,121391
Region,Southland,1990,Deer,124209
Region,Southland,1991,Deer,150173
Region,Southland,1992,Deer,160155
Region,Southland,1993,Deer,161816
Region,Southland,1994,Deer,184512
Region,Southland,1995,Deer,186216
Region,Southland,1996,Deer,190630
Region,Southland,1997,Deer,NA
Region,Southland,1998,Deer,NA
Region,Southland,1999,Deer,393371
Region,Southland,2000,Deer,NA
Region,Southland,2001,Deer,NA
Region,Southland,2002,Deer,351558
Region,Southland,2003,Deer,356948
Region,Southland,2004,Deer,390423
Region,Southland,2005,Deer,371374
Region,Southland,2006,Deer,347537
Region,Southland,2007,Deer,307524
Region,Southland,2008,Deer,270072
Region,Southland,2009,Deer,242288
Region,Southland,2010,Deer,245975
Region,Southland,2011,Deer,243877
Region,Southland,2012,Deer,238402
Region,Southland,2013,Deer,221388
Region,Southland,2014,Deer,223025
Region,Southland,2015,Deer,197881
Region,Southland,2016,Deer,NA
Region,Southland,2017,Deer,192480
Region,Southland,2018,Deer,183186
Region,Southland,2019,Deer,162380
Region,Taranaki,1990,Deer,20209
Region,Taranaki,1991,Deer,20466
Region,Taranaki,1992,Deer,22799
Region,Taranaki,1993,Deer,20363
Region,Taranaki,1994,Deer,19024
Region,Taranaki,1995,Deer,15835
Region,Taranaki,1996,Deer,13012
Region,Taranaki,1997,Deer,NA
Region,Taranaki,1998,Deer,NA
Region,Taranaki,1999,Deer,14427
Region,Taranaki,2000,Deer,NA
Region,Taranaki,2001,Deer,NA
Region,Taranaki,2002,Deer,10762
Region,Taranaki,2003,Deer,9058
Region,Taranaki,2004,Deer,6687
Region,Taranaki,2005,Deer,4772
Region,Taranaki,2006,Deer,NA
Region,Taranaki,2007,Deer,4456
Region,Taranaki,2008,Deer,3524
Region,Taranaki,2009,Deer,4296
Region,Taranaki,2010,Deer,4468
Region,Taranaki,2011,Deer,5389
Region,Taranaki,2012,Deer,3756
Region,Taranaki,2013,Deer,6029
Region,Taranaki,2014,Deer,NA
Region,Taranaki,2015,Deer,NA
Region,Taranaki,2016,Deer,NA
Region,Taranaki,2017,Deer,3999
Region,Taranaki,2018,Deer,2854
Region,Taranaki,2019,Deer,3093
Region,Tasman,1990,Deer,NA
Region,Tasman,1991,Deer,NA
Region,Tasman,1992,Deer,NA
Region,Tasman,1993,Deer,29668
Region,Tasman,1994,Deer,35810
Region,Tasman,1995,Deer,33453
Region,Tasman,1996,Deer,33790
Region,Tasman,1997,Deer,NA
Region,Tasman,1998,Deer,NA
Region,Tasman,1999,Deer,35227
Region,Tasman,2000,Deer,NA
Region,Tasman,2001,Deer,NA
Region,Tasman,2002,Deer,32185
Region,Tasman,2003,Deer,33573
Region,Tasman,2004,Deer,31531
Region,Tasman,2005,Deer,31748
Region,Tasman,2006,Deer,25280
Region,Tasman,2007,Deer,20632
Region,Tasman,2008,Deer,19307
Region,Tasman,2009,Deer,13039
Region,Tasman,2010,Deer,15222
Region,Tasman,2011,Deer,13671
Region,Tasman,2012,Deer,15540
Region,Tasman,2013,Deer,14259
Region,Tasman,2014,Deer,14535
Region,Tasman,2015,Deer,12732
Region,Tasman,2016,Deer,NA
Region,Tasman,2017,Deer,10348
Region,Tasman,2018,Deer,NA
Region,Tasman,2019,Deer,5749
Region,Waikato,1990,Deer,153686
Region,Waikato,1991,Deer,159478
Region,Waikato,1992,Deer,153022
Region,Waikato,1993,Deer,159461
Region,Waikato,1994,Deer,161997
Region,Waikato,1995,Deer,140868
Region,Waikato,1996,Deer,148822
Region,Waikato,1997,Deer,NA
Region,Waikato,1998,Deer,NA
Region,Waikato,1999,Deer,153651
Region,Waikato,2000,Deer,NA
Region,Waikato,2001,Deer,NA
Region,Waikato,2002,Deer,143098
Region,Waikato,2003,Deer,139824
Region,Waikato,2004,Deer,144468
Region,Waikato,2005,Deer,141515
Region,Waikato,2006,Deer,126585
Region,Waikato,2007,Deer,116554
Region,Waikato,2008,Deer,91865
Region,Waikato,2009,Deer,97508
Region,Waikato,2010,Deer,83952
Region,Waikato,2011,Deer,76961
Region,Waikato,2012,Deer,81019
Region,Waikato,2013,Deer,78947
Region,Waikato,2014,Deer,75315
Region,Waikato,2015,Deer,69525
Region,Waikato,2016,Deer,63811
Region,Waikato,2017,Deer,62714
Region,Waikato,2018,Deer,66615
Region,Waikato,2019,Deer,67226
Region,Wellington,1990,Deer,22089
Region,Wellington,1991,Deer,24141
Region,Wellington,1992,Deer,26388
Region,Wellington,1993,Deer,25800
Region,Wellington,1994,Deer,30232
Region,Wellington,1995,Deer,27206
Region,Wellington,1996,Deer,27086
Region,Wellington,1997,Deer,NA
Region,Wellington,1998,Deer,NA
Region,Wellington,1999,Deer,26441
Region,Wellington,2000,Deer,NA
Region,Wellington,2001,Deer,NA
Region,Wellington,2002,Deer,27423
Region,Wellington,2003,Deer,25821
Region,Wellington,2004,Deer,25802
Region,Wellington,2005,Deer,NA
Region,Wellington,2006,Deer,22722
Region,Wellington,2007,Deer,15985
Region,Wellington,2008,Deer,16871
Region,Wellington,2009,Deer,16062
Region,Wellington,2010,Deer,18819
Region,Wellington,2011,Deer,17367
Region,Wellington,2012,Deer,13933
Region,Wellington,2013,Deer,17936
Region,Wellington,2014,Deer,20727
Region,Wellington,2015,Deer,20255
Region,Wellington,2016,Deer,NA
Region,Wellington,2017,Deer,10637
Region,Wellington,2018,Deer,NA
Region,Wellington,2019,Deer,8153
Region,West Coast,1990,Deer,25636
Region,West Coast,1991,Deer,30803
Region,West Coast,1992,Deer,30926
Region,West Coast,1993,Deer,28168
Region,West Coast,1994,Deer,25998
Region,West Coast,1995,Deer,NA
Region,West Coast,1996,Deer,NA
Region,West Coast,1997,Deer,NA
Region,West Coast,1998,Deer,NA
Region,West Coast,1999,Deer,34244
Region,West Coast,2000,Deer,NA
Region,West Coast,2001,Deer,NA
Region,West Coast,2002,Deer,33262
Region,West Coast,2003,Deer,35487
Region,West Coast,2004,Deer,43777
Region,West Coast,2005,Deer,48074
Region,West Coast,2006,Deer,48043
Region,West Coast,2007,Deer,41755
Region,West Coast,2008,Deer,34955
Region,West Coast,2009,Deer,40162
Region,West Coast,2010,Deer,32325
Region,West Coast,2011,Deer,30414
Region,West Coast,2012,Deer,34176
Region,West Coast,2013,Deer,32726
Region,West Coast,2014,Deer,31428
Region,West Coast,2015,Deer,29273
Region,West Coast,2016,Deer,28825
Region,West Coast,2017,Deer,28340
Region,West Coast,2018,Deer,23648
Region,West Coast,2019,Deer,22698
New Zealand,New Zealand,1971,Sheep,58912000
New Zealand,New Zealand,1972,Sheep,60883000
New Zealand,New Zealand,1973,Sheep,56684000
New Zealand,New Zealand,1974,Sheep,55883000
New Zealand,New Zealand,1975,Sheep,55320000
New Zealand,New Zealand,1976,Sheep,56400000
New Zealand,New Zealand,1977,Sheep,59105000
New Zealand,New Zealand,1978,Sheep,61278223
New Zealand,New Zealand,1979,Sheep,63791096
New Zealand,New Zealand,1980,Sheep,68771772
New Zealand,New Zealand,1981,Sheep,69883765
New Zealand,New Zealand,1982,Sheep,70301461
New Zealand,New Zealand,1983,Sheep,70262574
New Zealand,New Zealand,1984,Sheep,69738672
New Zealand,New Zealand,1985,Sheep,67853622
New Zealand,New Zealand,1986,Sheep,67469515
New Zealand,New Zealand,1987,Sheep,64243862
New Zealand,New Zealand,1988,Sheep,64600077
New Zealand,New Zealand,1989,Sheep,60568653
New Zealand,New Zealand,1990,Sheep,57852192
New Zealand,New Zealand,1991,Sheep,55161643
New Zealand,New Zealand,1992,Sheep,52568393
New Zealand,New Zealand,1993,Sheep,50298361
New Zealand,New Zealand,1994,Sheep,49466054
New Zealand,New Zealand,1995,Sheep,48816271
New Zealand,New Zealand,1996,Sheep,47393907
New Zealand,New Zealand,1997,Sheep,NA
New Zealand,New Zealand,1998,Sheep,NA
New Zealand,New Zealand,1999,Sheep,45679891
New Zealand,New Zealand,2000,Sheep,NA
New Zealand,New Zealand,2001,Sheep,NA
New Zealand,New Zealand,2002,Sheep,39571837
New Zealand,New Zealand,2003,Sheep,39552113
New Zealand,New Zealand,2004,Sheep,39271137
New Zealand,New Zealand,2005,Sheep,39879668
New Zealand,New Zealand,2006,Sheep,40081594
New Zealand,New Zealand,2007,Sheep,38460477
New Zealand,New Zealand,2008,Sheep,34087864
New Zealand,New Zealand,2009,Sheep,32383589
New Zealand,New Zealand,2010,Sheep,32562612
New Zealand,New Zealand,2011,Sheep,31132329
New Zealand,New Zealand,2012,Sheep,31262715
New Zealand,New Zealand,2013,Sheep,30786761
New Zealand,New Zealand,2014,Sheep,29803402
New Zealand,New Zealand,2015,Sheep,29120827
New Zealand,New Zealand,2016,Sheep,27583673
New Zealand,New Zealand,2017,Sheep,27526537
New Zealand,New Zealand,2018,Sheep,27295749
New Zealand,New Zealand,2019,Sheep,26821846
Region,Auckland,1990,Sheep,1040091
Region,Auckland,1991,Sheep,934395
Region,Auckland,1992,Sheep,788097
Region,Auckland,1993,Sheep,511277
Region,Auckland,1994,Sheep,498152
Region,Auckland,1995,Sheep,503266
Region,Auckland,1996,Sheep,399926
Region,Auckland,1997,Sheep,NA
Region,Auckland,1998,Sheep,NA
Region,Auckland,1999,Sheep,478793
Region,Auckland,2000,Sheep,NA
Region,Auckland,2001,Sheep,NA
Region,Auckland,2002,Sheep,368217
Region,Auckland,2003,Sheep,361345
Region,Auckland,2004,Sheep,325188
Region,Auckland,2005,Sheep,318201
Region,Auckland,2006,Sheep,293760
Region,Auckland,2007,Sheep,287589
Region,Auckland,2008,Sheep,264979
Region,Auckland,2009,Sheep,257248
Region,Auckland,2010,Sheep,235414
Region,Auckland,2011,Sheep,219952
Region,Auckland,2012,Sheep,205270
Region,Auckland,2013,Sheep,212437
Region,Auckland,2014,Sheep,215932
Region,Auckland,2015,Sheep,240830
Region,Auckland,2016,Sheep,202200
Region,Auckland,2017,Sheep,253074
Region,Auckland,2018,Sheep,202415
Region,Auckland,2019,Sheep,NA
Region,Bay of Plenty,1990,Sheep,1097226
Region,Bay of Plenty,1991,Sheep,965268
Region,Bay of Plenty,1992,Sheep,854825
Region,Bay of Plenty,1993,Sheep,730582
Region,Bay of Plenty,1994,Sheep,620337
Region,Bay of Plenty,1995,Sheep,650405
Region,Bay of Plenty,1996,Sheep,575582
Region,Bay of Plenty,1997,Sheep,NA
Region,Bay of Plenty,1998,Sheep,NA
Region,Bay of Plenty,1999,Sheep,496237
Region,Bay of Plenty,2000,Sheep,NA
Region,Bay of Plenty,2001,Sheep,NA
Region,Bay of Plenty,2002,Sheep,415379
Region,Bay of Plenty,2003,Sheep,355785
Region,Bay of Plenty,2004,Sheep,409095
Region,Bay of Plenty,2005,Sheep,356859
Region,Bay of Plenty,2006,Sheep,382419
Region,Bay of Plenty,2007,Sheep,385373
Region,Bay of Plenty,2008,Sheep,346445
Region,Bay of Plenty,2009,Sheep,331049
Region,Bay of Plenty,2010,Sheep,347973
Region,Bay of Plenty,2011,Sheep,284954
Region,Bay of Plenty,2012,Sheep,322882
Region,Bay of Plenty,2013,Sheep,312593
Region,Bay of Plenty,2014,Sheep,250299
Region,Bay of Plenty,2015,Sheep,302986
Region,Bay of Plenty,2016,Sheep,263380
Region,Bay of Plenty,2017,Sheep,281535
Region,Bay of Plenty,2018,Sheep,232865
Region,Bay of Plenty,2019,Sheep,237906
Region,Canterbury,1990,Sheep,10421554
Region,Canterbury,1991,Sheep,10067911
Region,Canterbury,1992,Sheep,9516580
Region,Canterbury,1993,Sheep,9656782
Region,Canterbury,1994,Sheep,9747488
Region,Canterbury,1995,Sheep,9562261
Region,Canterbury,1996,Sheep,9370769
Region,Canterbury,1997,Sheep,NA
Region,Canterbury,1998,Sheep,NA
Region,Canterbury,1999,Sheep,9217644
Region,Canterbury,2000,Sheep,NA
Region,Canterbury,2001,Sheep,NA
Region,Canterbury,2002,Sheep,7758336
Region,Canterbury,2003,Sheep,7969929
Region,Canterbury,2004,Sheep,7499728
Region,Canterbury,2005,Sheep,7602271
Region,Canterbury,2006,Sheep,7463075
Region,Canterbury,2007,Sheep,7166822
Region,Canterbury,2008,Sheep,6063300
Region,Canterbury,2009,Sheep,5504718
Region,Canterbury,2010,Sheep,5652101
Region,Canterbury,2011,Sheep,5569215
Region,Canterbury,2012,Sheep,5348010
Region,Canterbury,2013,Sheep,5222094
Region,Canterbury,2014,Sheep,4966905
Region,Canterbury,2015,Sheep,4501137
Region,Canterbury,2016,Sheep,4584936
Region,Canterbury,2017,Sheep,4473916
Region,Canterbury,2018,Sheep,4423195
Region,Canterbury,2019,Sheep,4572719
Region,Chatham Islands,1990,Sheep,NA
Region,Chatham Islands,1991,Sheep,NA
Region,Chatham Islands,1992,Sheep,NA
Region,Chatham Islands,1993,Sheep,131726
Region,Chatham Islands,1994,Sheep,103557
Region,Chatham Islands,1995,Sheep,101632
Region,Chatham Islands,1996,Sheep,99718
Region,Chatham Islands,1997,Sheep,NA
Region,Chatham Islands,1998,Sheep,NA
Region,Chatham Islands,1999,Sheep,83510
Region,Chatham Islands,2000,Sheep,NA
Region,Chatham Islands,2001,Sheep,NA
Region,Chatham Islands,2002,Sheep,56723
Region,Chatham Islands,2003,Sheep,NA
Region,Chatham Islands,2004,Sheep,NA
Region,Chatham Islands,2005,Sheep,NA
Region,Chatham Islands,2006,Sheep,NA
Region,Chatham Islands,2007,Sheep,68816
Region,Chatham Islands,2008,Sheep,64202
Region,Chatham Islands,2009,Sheep,NA
Region,Chatham Islands,2010,Sheep,67267
Region,Chatham Islands,2011,Sheep,62861
Region,Chatham Islands,2012,Sheep,59374
Region,Chatham Islands,2013,Sheep,66956
Region,Chatham Islands,2014,Sheep,62234
Region,Chatham Islands,2015,Sheep,73763
Region,Chatham Islands,2016,Sheep,NA
Region,Chatham Islands,2017,Sheep,68914
Region,Chatham Islands,2018,Sheep,NA
Region,Chatham Islands,2019,Sheep,NA
Region,Gisborne,1990,Sheep,2283337
Region,Gisborne,1991,Sheep,2211491
Region,Gisborne,1992,Sheep,2177215
Region,Gisborne,1993,Sheep,2065642
Region,Gisborne,1994,Sheep,2088870
Region,Gisborne,1995,Sheep,2094187
Region,Gisborne,1996,Sheep,2046895
Region,Gisborne,1997,Sheep,NA
Region,Gisborne,1998,Sheep,NA
Region,Gisborne,1999,Sheep,1608006
Region,Gisborne,2000,Sheep,NA
Region,Gisborne,2001,Sheep,NA
Region,Gisborne,2002,Sheep,1679377
Region,Gisborne,2003,Sheep,1869777
Region,Gisborne,2004,Sheep,1847723
Region,Gisborne,2005,Sheep,1717266
Region,Gisborne,2006,Sheep,1833833
Region,Gisborne,2007,Sheep,1825496
Region,Gisborne,2008,Sheep,1679670
Region,Gisborne,2009,Sheep,1548344
Region,Gisborne,2010,Sheep,1589785
Region,Gisborne,2011,Sheep,1517015
Region,Gisborne,2012,Sheep,1547294
Region,Gisborne,2013,Sheep,1503378
Region,Gisborne,2014,Sheep,1602270
Region,Gisborne,2015,Sheep,1472423
Region,Gisborne,2016,Sheep,1515181
Region,Gisborne,2017,Sheep,1412045
Region,Gisborne,2018,Sheep,1457321
Region,Gisborne,2019,Sheep,1380146
